PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
0.2998291,0.9892165,0.2178951,-0.00462196,-0.5301275,-0.697149,-0.4826249
0.3001815,0.9995908,0.2150522,0.0439956,-0.5718941,-0.6748105,-0.4643623
0.2996574,1.0084,0.2108934,0.0992185,-0.6034155,-0.6568048,-0.441195
0.2976839,1.014,0.2056874,0.1534915,-0.631651,-0.6530452,-0.3885734
0.2964688,1.017373,0.2012172,0.1834379,-0.6680124,-0.6419207,-0.3287061
0.2950343,1.021266,0.1973013,0.2081387,-0.699893,-0.6138448,-0.3000378
0.2924177,1.024397,0.1922525,0.2322764,-0.7258255,-0.5630777,-0.3196382
0.2900104,1.026304,0.187218,0.2594757,-0.7443507,-0.5259196,-0.3194105
0.2895018,1.028,0.182701,0.2662235,-0.7742651,-0.4692115,-0.3308763
0.2903477,1.02905,0.179599,0.2660585,-0.7965163,-0.4170728,-0.3475989
0.2916254,1.029435,0.1770242,0.2613057,-0.8071322,-0.3746485,-0.374026
0.2942767,1.02855,0.1750931,0.2504461,-0.8164385,-0.3399488,-0.3938779
0.2977796,1.025167,0.174179,0.2287949,-0.817891,-0.3031079,-0.4322416
0.2989912,1.021905,0.1739042,0.2256717,-0.8036445,-0.2700768,-0.4798816
0.2993754,1.018673,0.1725859,0.2542731,-0.7849185,-0.2174896,-0.5214847
0.29976,1.016788,0.172564,0.2950929,-0.776686,-0.1701716,-0.5298309
0.3005822,1.014915,0.17153,0.3405458,-0.7566184,-0.1107712,-0.5470712
0.3020543,1.012321,0.1699282,0.3752217,-0.739422,-0.04149151,-0.5574427
0.3034873,1.00891,0.1682801,0.3519696,-0.7479001,0.04395149,-0.5610982
0.3078428,1.006684,0.1679214,0.3178072,-0.7268611,0.1296278,-0.5948682
0.3136191,1.00589,0.1701602,0.2709816,-0.6949431,0.202944,-0.634379
0.3177069,1.002502,0.1743013,0.246127,-0.6358351,0.2709825,-0.6794879
0.3186641,0.9996259,0.1779044,0.2205827,-0.6083643,0.3144467,-0.694521
0.3175438,0.997631,0.1807097,0.201894,-0.5846363,0.3456235,-0.7056795
0.3165387,0.9967713,0.1829185,0.1927523,-0.5670597,0.3614793,-0.7145786
0.3151429,0.9962267,0.1848789,0.1843151,-0.5542546,0.3712391,-0.7218111
0.3134858,0.9957664,0.1869295,0.1689578,-0.5368279,0.3842798,-0.7318458
0.3107785,0.9959431,0.1892172,0.1492298,-0.5071887,0.3982767,-0.749577
0.3079303,0.9964058,0.19147,0.1264136,-0.4551599,0.4233536,-0.7730594
0.3056146,0.9969785,0.1930636,0.1107348,-0.3998325,0.4517615,-0.7897996
0.3026829,0.9980218,0.1934764,0.09566053,-0.3628838,0.467689,-0.8002696
0.29889,0.9994464,0.1938053,0.0871258,-0.3344227,0.4713826,-0.8113994
0.2949993,1.00147,0.1932699,0.08597005,-0.315556,0.4632406,-0.8236758
0.2915868,1.003975,0.1916336,0.09902534,-0.2992286,0.4545364,-0.8330984
0.2889716,1.005773,0.1906016,0.09443439,-0.2834244,0.45411,-0.8393669
0.2867459,1.006968,0.1896212,0.08385757,-0.2633033,0.4644851,-0.8413637
0.2845879,1.008548,0.1878661,0.08021897,-0.2237095,0.4881404,-0.8397844
0.2817616,1.010045,0.1866443,0.0667318,-0.1968468,0.4961361,-0.842999
0.2782186,1.012109,0.1867204,0.06278431,-0.1440451,0.5033667,-0.8496653
0.2738799,1.013984,0.1859545,0.05931536,-0.1126301,0.4925987,-0.8608965
0.2679945,1.016993,0.1842176,0.07287626,-0.08630472,0.4705356,-0.875121
0.2631336,1.019494,0.1821477,0.07760106,-0.08300049,0.4530149,-0.8842322
0.2580381,1.020787,0.1822945,0.06658227,-0.06638896,0.4523166,-0.8868873
0.2502375,1.020873,0.1844833,0.02568244,-0.04345806,0.4286774,-0.9020463
0.2407895,1.021218,0.1852595,0.008381788,-0.02875412,0.3742482,-0.9268448
0.2318911,1.021256,0.1851585,-0.000373191,-0.01745119,0.3256173,-0.9453405
0.2229853,1.019773,0.1853545,-0.0156066,0.01010971,0.2856415,-0.9581562
0.2153901,1.016641,0.1855697,-0.03869005,0.03186474,0.2596623,-0.9643978
0.2101391,1.013882,0.1855497,-0.04071707,0.04746962,0.2428322,-0.9680502
0.204106,1.010377,0.1860969,-0.05523525,0.06133379,0.2106413,-0.9740726
0.1994992,1.005665,0.1869063,-0.07297978,0.06436761,0.1780689,-0.9791947
0.1958539,1.002048,0.1873219,-0.08134449,0.06782622,0.1508958,-0.9828597
0.194109,0.9981522,0.1884542,-0.09102606,0.06872624,0.1289436,-0.9850708
0.192966,0.9940496,0.1901487,-0.1014002,0.0623073,0.1015507,-0.9876858
0.1926098,0.9888704,0.1924694,-0.1153648,0.03527799,0.05963348,-0.9909038
0.1922057,0.9837425,0.1952062,-0.131097,0.01819715,0.03182569,-0.9906915
0.1930136,0.978462,0.1984398,-0.1475077,-0.003191552,0.01065806,-0.9889984
0.1954304,0.9726105,0.2023453,-0.164525,-0.033961,-0.02182825,-0.9855464
0.1986207,0.9667259,0.2065581,-0.1855248,-0.06431958,-0.04934863,-0.9792897
0.2040822,0.9610085,0.211544,-0.2061349,-0.1012502,-0.07050097,-0.9707144
0.2096671,0.9551548,0.2165926,-0.2245075,-0.1503404,-0.1048866,-0.9570752
0.2164311,0.9491675,0.2217425,-0.2413375,-0.2062714,-0.1404584,-0.9378059
0.2260564,0.9438571,0.2263332,-0.2517768,-0.2729623,-0.1802287,-0.9108335
