PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
0.2352233,0.9401255,0.2292935,-0.2575438,-0.3246455,-0.2065862,-0.88634
0.2440228,0.9382045,0.2295287,-0.2558563,-0.3664616,-0.2327954,-0.8637418
0.2508993,0.936643,0.2296621,-0.252681,-0.4044112,-0.2675406,-0.8372729
0.2573242,0.9366974,0.2289204,-0.2468221,-0.4386729,-0.3017546,-0.8096846
0.263859,0.9368466,0.2289401,-0.2460986,-0.4692515,-0.3278305,-0.7821545
0.2702885,0.9385495,0.2286183,-0.2436267,-0.4961277,-0.3439147,-0.7590955
0.2765134,0.9412142,0.2278817,-0.2369932,-0.517589,-0.3454722,-0.7460462
0.2808996,0.9444703,0.2260154,-0.2161881,-0.5462071,-0.3592511,-0.7251615
0.2837057,0.9465265,0.22511,-0.2029416,-0.5640841,-0.3704533,-0.7094985
0.2857,0.9492816,0.2243818,-0.1857069,-0.5798806,-0.3810365,-0.6957461
0.2879426,0.9534198,0.2240468,-0.161882,-0.6000334,-0.3918935,-0.678361
0.2911666,0.9589726,0.2238248,-0.134726,-0.6248512,-0.4001216,-0.6567439
0.2946831,0.9649516,0.2227763,-0.1074705,-0.6483276,-0.401109,-0.6381481
0.2975885,0.9710407,0.2206651,-0.07583286,-0.6733194,-0.3981542,-0.6183556
0.3001449,0.9759281,0.2188039,-0.04595473,-0.6962535,-0.4064308,-0.5898588
0.3007824,0.9800053,0.2164928,-0.01776191,-0.7102488,-0.4207694,-0.5640782
0.300406,0.9847844,0.214196,0.0145005,-0.7183919,-0.4189935,-0.5551102
0.300301,0.9909645,0.21026,0.05388242,-0.7353124,-0.4048986,-0.5408045
0.3004283,0.9963599,0.2059033,0.08543679,-0.7548155,-0.4026585,-0.5107056
0.2994707,1.001173,0.2008194,0.1191072,-0.7683383,-0.3983783,-0.4865845
0.2975937,1.005901,0.1961301,0.159997,-0.7745288,-0.3892888,-0.4721867
0.294541,1.01148,0.1899828,0.2093946,-0.776095,-0.3632324,-0.4710549
0.2911153,1.015613,0.1821142,0.2552161,-0.7853709,-0.3266082,-0.4597656
0.2891492,1.01798,0.1754782,0.2880742,-0.7868425,-0.2914331,-0.4614748
0.2877316,1.019157,0.1699576,0.3171712,-0.781196,-0.2597241,-0.4708276
0.287236,1.020004,0.1638472,0.3426215,-0.7767047,-0.2129215,-0.4837404
0.287824,1.021409,0.1576034,0.3616767,-0.7746677,-0.1630586,-0.4924346
0.2901659,1.021715,0.1517068,0.3703288,-0.7675324,-0.1106881,-0.5113695
0.293595,1.021649,0.14647,0.3715036,-0.7669038,-0.06187198,-0.5196302
0.2985952,1.020861,0.142709,0.3634586,-0.7683631,-0.01849,-0.5264734
0.3039398,1.019634,0.1399472,0.3545788,-0.7622364,0.03625432,-0.5403289
0.3105665,1.017934,0.13901,0.3373155,-0.7497181,0.1070245,-0.5591841
0.3173113,1.016049,0.1393674,0.3116644,-0.7364968,0.1719837,-0.5752038
0.3239758,1.013564,0.1413629,0.2775088,-0.7065263,0.2398429,-0.6052147
0.3287773,1.011153,0.1450865,0.2484219,-0.6642123,0.2949154,-0.6404167
0.3318104,1.008647,0.1493801,0.22371,-0.6190545,0.3513958,-0.6657675
0.3331005,1.006386,0.1535856,0.2026675,-0.568463,0.4104248,-0.6836134
0.333701,1.004856,0.1584875,0.179784,-0.501521,0.4668984,-0.7058048
0.3327939,1.004389,0.1663289,0.1416608,-0.4327614,0.4937336,-0.7408623
0.3291779,1.004301,0.1739466,0.1036374,-0.3708303,0.4999003,-0.775786
0.3250873,1.005329,0.1784467,0.08323618,-0.3159177,0.5023592,-0.8005642
0.3183511,1.008837,0.1818227,0.08172576,-0.2491287,0.4801053,-0.8371109
